"出願番号/登録番号/国際登録番号","商標(検索用)","称呼基準","称呼(参考情報)","区分","出願人/権利者/名義人","出願日/国際登録日(事後指定日)","登録日","ステータス","文献URL"
"登録4405902","スマートストレッチ＼ＳＭＡＲＴ　ＳＴＲＥＴＣＨ","","スマートストレッチ,スマート","25","株式会社ファーストリテイリング","1999/10/18","2000/08/04","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-1999-093655/40/ja"
"登録4409443","すかぱん","","スカパン","25","株式会社ファーストリテイリング","1999/09/27","2000/08/18","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-1999-087683/40/ja"
"登録4419066","","","","25","株式会社ファーストリテイリング","1999/10/26","2000/09/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-1999-096819/40/ja"
"登録4423070","ロジャック＼ＲＯＪＡＫ","","ロジャック","16,42","株式会社良品計画","1999/11/01","2000/10/06","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-1999-099699/40/ja"
"登録4423071","§ｓｐｕｔｎｉｋ＼スプートニク","","スプートニク","16,42","株式会社良品計画","1999/11/01","2000/10/06","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-1999-099700/40/ja"
"登録4424167","ＭＵＪＩ　ＯＮＬＩＮＥ","","ムジオンライン,ムジ,オンライン","03,05,09,12,14,16,18,20,21,24,25,30,32","株式会社良品計画","1999/09/07","2000/10/13","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-1999-080093/40/ja"
"登録4430443","ＤＢＧ","","デイビイジイ,ディービージー","07,17","リンテック株式会社,株式会社ディスコ,キオクシア株式会社","1999/12/28","2000/11/02","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-1999-119770/40/ja"
"登録4433062","ＵＮＩＱＬＯ","","ユニクロ,ウニクロ","24,25","株式会社ファーストリテイリング","2000/01/24","2000/11/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2000-003901/40/ja"
"登録4433063","ＵＮＩ＼ＱＬＯ","","ユニクロ","09,18,24,25","株式会社ファーストリテイリング","2000/01/24","2000/11/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2000-003902/40/ja"
"登録4435242","","","","25","株式会社ファーストリテイリング","1999/10/26","2000/11/24","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-1999-096820/40/ja"
"登録4458772","§ｓｐｕｔｎｉｋ＼スプートニク","","スプートニク","11,20","株式会社良品計画","2000/02/16","2001/03/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2000-012390/40/ja"
"登録4465335","スプートニク＼ＳＰＵＴＮＩＫ","","スプートニク,スプートニック,スプットニック","18","株式会社良品計画","2000/04/03","2001/04/06","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2000-033784/40/ja"
"登録4465336","スプートニク＼ＳＰＵＴＮＩＫ","","スプートニク,スプートニック,スプットニック","21","株式会社良品計画","2000/04/03","2001/04/06","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2000-033785/40/ja"
"登録4465337","スプートニク＼ＳＰＵＴＮＩＫ","","スプートニク,スプートニック,スプットニック","14","株式会社良品計画","2000/04/03","2001/04/06","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2000-033790/40/ja"
"登録4512145","ＵＮＩＱＬＯ","","ユニクロ","12,20","株式会社ファーストリテイリング","2000/12/05","2001/10/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2000-130309/40/ja"
"登録4512146","ＵＮＩ＼ＱＬＯ","","ユニクロ,ユニ,クロ,ユウエヌアイ,キュウエルオオ","12,20","株式会社ファーストリテイリング","2000/12/05","2001/10/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2000-130310/40/ja"
"登録4524347","ｔｈｅ＼§Ｃｏｎｃｅｐｔ","","ザコンセプト,コンセプト","18","株式会社ファーストリテイリング","2001/01/26","2001/11/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2001-005650/40/ja"
"登録4540149","ＮＩＴＯＲＩ","","ニトリ","24","株式会社ニトリホールディングス","2001/03/21","2002/02/01","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2001-025418/40/ja"
"登録4546895","ＮＩＴＯＲＩ","","ニトリ","20","株式会社ニトリホールディングス","2001/03/21","2002/03/01","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2001-025396/40/ja"
"登録4546896","ＮＩＴＯＲＩ","","ニトリ","27","株式会社ニトリホールディングス","2001/03/21","2002/03/01","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2001-025419/40/ja"
"登録4559801","ＭＵＪＩ＋","","ムジプラス,ムジ","09,12,36,37","株式会社良品計画","2001/02/05","2002/04/12","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2001-008671/40/ja"
"登録4564921","ＮＩＴＯＲＩ","","ニトリ","21","株式会社ニトリホールディングス","2001/03/21","2002/05/10","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2001-025417/40/ja"
"登録4582193","ＭＵＪＩ　Ｃａｒｄ","","エムユウジェイアイカード,ミュージカード,エムユウジェイアイ,ミュージ,ムジカード,ムジ","36","株式会社良品計画","2001/04/04","2002/07/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2001-036641/40/ja"
"登録4593952","無印良品仲間","","ムジルシリョーヒンナカマ,ムジルシリョーヒン,ナカマ","25","株式会社良品計画","2002/02/22","2002/08/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2002-013214/40/ja"
"登録4594497","ＭＵＪＩ＋＼ＩＮＦＩＬＬ＼ｗｗｗ．ｍｕｊｉ．ｎｅｔ","","ムジプラスインフィル,ムジタスインフィル,ムジインフィル,ムジ,インフィル,ダブリュウダブリュウダブリュウムジネット,ムジネット","16,19,20,24,27,42","株式会社良品計画","2001/11/16","2002/08/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2001-103111/40/ja"
"登録4597332","ＭＵＪＩ","","ムジ","35,42","株式会社良品計画","2001/03/14","2002/08/23","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2001-029230/40/ja"
"登録4653825","ＵＮＩ＼ＱＬＯ","","ユニクロ","09,18,24,25","株式会社ファーストリテイリング","2002/07/04","2003/03/14","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2002-055963/40/ja"
"登録4655202","","","","09,18,24,25","株式会社ファーストリテイリング","2002/07/03","2003/03/20","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2002-055458/40/ja"
"登録4659617","ＢＡＢＹ","","ベビー","18,25","株式会社ファーストリテイリング","2002/08/02","2003/04/04","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2002-065450/40/ja"
"登録4689538","ＦＡＳＴ　ＲＥＴＡＩＬＩＮＧ＼ファーストリテイリング","","ファーストリテイリング,ファーストリテーリング","09,12,16,18,20,24,25","株式会社ファーストリテイリング","2002/11/15","2003/07/04","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2002-096756/40/ja"
"登録4695176","ＷＯＲＬＤ　ＭＵＪＩ","","ワールドムジ","09,11,14,16,18,20,22,24,25","株式会社良品計画","2002/11/20","2003/07/25","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2002-097913/40/ja"
"登録4719663","ＭＵＪＩ","","ムジ","29","株式会社良品計画","2003/01/22","2003/10/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2003-008414/40/ja"
"登録4728285","ＭＵＪＩ","","ムジ","09","株式会社良品計画","2003/01/22","2003/11/21","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2003-008433/40/ja"
"登録4733045","ＭＵＪＩ","","ムジ","41","株式会社良品計画","2003/01/22","2003/12/12","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2003-008403/40/ja"
"登録4733046","ＭＵＪＩ","","ムジ","38","株式会社良品計画","2003/01/22","2003/12/12","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2003-008406/40/ja"
"登録4733047","ＭＵＪＩ","","ムジ","36","株式会社良品計画","2003/01/22","2003/12/12","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2003-008408/40/ja"
"登録4737330","ＴｒａｎｓＭｅｍｏｒｙ","","トランスメモリー,トランス","09","キオクシア株式会社","2003/07/11","2003/12/26","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2003-058413/40/ja"
"登録4752935","ＦＡＳＴ　ＲＥＴＡＩＬＩＮＧ＼ファーストリテイリング","","ファーストリテイリング,ファーストリテーリング","40","株式会社ファーストリテイリング","2003/07/09","2004/03/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2003-057580/40/ja"
"登録4752936","ＵＮＩＱＬＯ","","ユニクロ","40","株式会社ファーストリテイリング","2003/07/09","2004/03/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2003-057581/40/ja"
"登録4752937","ＵＮＩ＼ＱＬＯ","","ユニクロ,ユニ,ユウエヌアイ,クロ,キュウエルオオ","40","株式会社ファーストリテイリング","2003/07/09","2004/03/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2003-057582/40/ja"
"登録4752938","ＵＮＩ＼ＱＬＯ","","ユニクロ,ユニ,ユウエヌアイ,クロ,キュウエルオオ","40","株式会社ファーストリテイリング","2003/07/09","2004/03/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2003-057583/40/ja"
"登録4758119","ヒートテックプラス＼ＨＥＡＴ　ＴＥＣＨ　ＰＬＵＳ","","ヒートテックプラス,ヒートテック","24,25","株式会社ファーストリテイリング","2003/08/28","2004/03/19","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2003-073868/40/ja"
"登録4786857","ＤＲＹ∞ＵＮＩ＼ＱＬＯ","","ドライユニクロ,ユニクロ,ドライ,デイアアルワイ","24,25","株式会社ファーストリテイリング","2002/07/03","2004/07/16","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2002-055456/40/ja"
"登録4803736","ＭＵＪＩ＋＼ＩＮＦＩＬＬ＼ｗｗｗ．ｍｕｊｉ．ｎｅｔ","","ムジプラスインフィル,ムジプラス,ムジ,インフィル,ダブリュウダブリュウダブリュウドットムジドットネット,ムジドットネット,ムジネット","11,21,37","株式会社良品計画","2004/02/16","2004/09/17","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2004-013137/40/ja"
"登録4814473","カンパーニャ","","カンパーニャ","41,43","株式会社良品計画","2004/03/11","2004/10/29","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2004-022676/40/ja"
"登録4857420","Ｓｍａｒｔ　Ｒｅｌａｘ","","スマートリラックス","24,25","株式会社ファーストリテイリング","2004/11/11","2005/04/15","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2004-103385/40/ja"
"登録4885660","￠ＩＤＥＥ＼イデー","","イデー,イディー,アイデー","36,37,42,43","株式会社良品計画","2004/10/27","2005/08/05","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2004-098206/40/ja"
"登録4897078","ヒートテックモイスト＼ＨＥＡＴ　ＴＥＣＨ　ＭＯＩＳＴ","","ヒートテックモイスト,ヒートテック,モイスト","24,25","株式会社ファーストリテイリング","2005/03/30","2005/09/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2005-028048/40/ja"
"登録4897094","ＵＮＩＱＬＯ","","ユニクロ","14,26","株式会社ファーストリテイリング","2005/04/22","2005/09/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2005-036261/40/ja"
"登録4897095","ＵＮＩ＼ＱＬＯ","","ユニクロ","14,26","株式会社ファーストリテイリング","2005/04/22","2005/09/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2005-036262/40/ja"
"登録4912886","イデーアールプロジェクト＼ＩＤＥＥ　Ｒ－ｐｒｏｊｅｃｔ","","イデーアールプロジェクト,イデーアアルプロジェクト,アイデープロジェクト,イデー,アイデー,アアルプロジェクト,プロジェクト","32,33","株式会社良品計画","2005/01/21","2005/12/02","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2005-004264/40/ja"
"登録4924557","ＦＲホールディングス","","エフアアルホールディングス,ホールディングス","35,36","株式会社ファーストリテイリング","2005/07/12","2006/01/27","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2005-063981/40/ja"
"登録4924740","ミーナ天神＼ＭＩＮＡ　ＴＥＮＪＩＮ","","ミーナテンジン,ミナテンジン,ミーナ","35,36","株式会社ファーストリテイリング","2005/07/07","2006/01/27","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2005-062470/40/ja"
"登録4925133","ＷＥＡＲＥＸ＼ウエアレクス","","ウエアレクス,ウエアレックス,ウエアエクス,ウエアエキス,ウエアイイエックス","25","株式会社ファーストリテイリング","2005/06/27","2006/01/27","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2005-057995/40/ja"
"登録4932351","ＭＵＪＩ　ＬＡＢＯ","","ムジラボ,ムジ","18,24,25","株式会社良品計画","2005/08/04","2006/02/24","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2005-072701/40/ja"
"登録4943766","ＢＯＤＹ＼ｂｙ　ＵＮＩＱＬＯ","","ボディーバイユニクロ,ユニクロ","24,25","株式会社ファーストリテイリング","2005/09/16","2006/04/07","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2005-087590/40/ja"
"登録4957902","ＤＲＹ　ＣＯＯＬＩＮＧ","","ドライクーリング","24,25","株式会社ファーストリテイリング","2005/11/30","2006/06/02","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2005-112583/40/ja"
"登録4959276","ＦＲホールディングス","","エフアアルホールディングス,ホールディングス","09,18,24,25","株式会社ファーストリテイリング","2005/06/28","2006/06/09","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2005-058737/40/ja"
"登録4991687","ｇ　ｕ","","ジイユウ","09,18,24,25","株式会社ファーストリテイリング","2006/04/07","2006/09/29","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2006-031788/40/ja"
"登録4998657","ユニ＼クロ","","ユニクロ","09,18,24,25","株式会社ファーストリテイリング","2006/05/22","2006/10/27","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2006-046819/40/ja"
"登録5012670","ジーユー","","ジーユー","18,24","株式会社ファーストリテイリング","2006/03/03","2006/12/22","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2006-019115/40/ja"
"登録5019649","ＦＡＳＴ　ＲＥＴＡＩＬＩＮＧ","","ファストリテーリング,ファーストリテーリング,ファスト,ファースト,リテーリング","03,09,14,16,18,20,21,24,25,26,27,35,36,40","株式会社ファーストリテイリング","2006/08/08","2007/01/19","存続-登録-継続","https://www.j-platpat.inpit.go.jp/c1801/TR/JP-2006-073900/40/ja"
